Wall time,Step,Value
1711872813.4174242,1,0.3365858495235443
1711872854.6023147,3,0.41217920184135437
1711872875.779806,4,0.44467321038246155
1711872897.214034,5,0.467770516872406
1711872960.7843008,8,0.5090720653533936
1711873003.443482,10,0.5198512673377991
1711873024.6479414,11,0.5242964029312134
1711873045.9007099,12,0.5304420590400696
1711873088.445769,14,0.559444010257721
1711873109.720384,15,0.5705791115760803
1711873130.9407742,16,0.5795347094535828
1711873152.1892033,17,0.587280809879303
1711873173.4541497,18,0.5942836403846741
1711873194.7119741,19,0.6008453369140625
1711873216.0247219,20,0.606791079044342
1711873237.2776377,21,0.6127946972846985
1711873258.6430385,22,0.6183429956436157
1711873280.001761,23,0.623733639717102
1711873301.3170252,24,0.6290846467018127
1711873343.8565512,26,0.6390689015388489
1711873365.1408496,27,0.6438924670219421
1711873386.4283326,28,0.648406982421875
1711873407.6817636,29,0.6529271006584167
1711873429.034131,30,0.6572731137275696
1711873450.3444247,31,0.6614673733711243
1711873471.6106014,32,0.665693461894989
1711873492.9323766,33,0.6697189211845398
1711873514.1724179,34,0.6737921833992004
1711873535.4317598,35,0.677566409111023
1711873578.0073051,37,0.685230016708374
1711873599.329305,38,0.688975989818573
1711873620.6122155,39,0.692745566368103
1711873641.9131956,40,0.6962934732437134
1711873663.193518,41,0.6999301910400391
1711873705.9717052,43,0.7071755528450012
1711873727.2791326,44,0.7105345129966736
1711873791.1478558,47,0.7205459475517273
1711873812.515708,48,0.72372967004776
1711873833.892027,49,0.726938784122467
1711873855.231659,50,0.7298952341079712
1711873885.28259,51,0.7327446937561035
1711873906.6292434,52,0.7357386946678162
1711873927.9068193,53,0.7385836243629456
1711873949.17443,54,0.7414216995239258
1711873970.5327501,55,0.74411541223526
1711873991.8104687,56,0.7467693090438843
1711874034.419429,58,0.7519332766532898
1711874055.6883001,59,0.754597544670105
1711874098.2194636,61,0.7593562602996826
1711874119.4926105,62,0.7617243528366089
1711874140.7750413,63,0.7640652060508728
1711874162.1017234,64,0.7664006948471069
1711874204.8475535,66,0.7708008885383606
1711874226.0482554,67,0.7731198072433472
1711874247.3609293,68,0.7750632762908936
1711874268.4988508,69,0.777113139629364
1711874311.052036,71,0.7811487317085266
1711874332.3481627,72,0.7830721735954285
1711874353.6375325,73,0.7846702933311462
1711874374.9655223,74,0.7865958213806152
1711874396.2341204,75,0.7882333397865295
1711874417.57301,76,0.7899839282035828
1711874438.859464,77,0.7914973497390747
1711874460.1802003,78,0.7932034134864807
1711874481.4398112,79,0.794607937335968
1711874502.738368,80,0.7961767911911011
1711874523.97263,81,0.7976437211036682
1711874545.2855067,82,0.7989593744277954
1711874566.6546257,83,0.8003354072570801
1711874587.9784718,84,0.8016305565834045
1711874609.254431,85,0.8029690384864807
1711874630.5692077,86,0.8042084574699402
1711874651.964066,87,0.8055247664451599
1711874673.2677343,88,0.8065078258514404
1711874694.467683,89,0.8077429533004761
1711874715.7797468,90,0.8091537356376648
1711874737.102989,91,0.8102640509605408
1711874779.7230377,93,0.8124824166297913
1711874822.310081,95,0.8144190311431885
1711874843.576924,96,0.8155993819236755
1711874864.875985,97,0.8167265057563782
1711874928.7489424,100,0.8195739388465881
1711874958.8265858,101,0.820493757724762
1711874980.1746237,102,0.8213499188423157
1711875022.7998343,104,0.8230562210083008
1711875044.0457299,105,0.8239842057228088
1711875065.3103364,106,0.8249309659004211
1711875086.6087801,107,0.8258583545684814
1711875107.9646027,108,0.8262287974357605
1711875129.182074,109,0.8272081017494202
1711875150.378994,110,0.8279529213905334
1711875171.64472,111,0.8289921879768372
1711875192.9590526,112,0.8296657204627991
1711875214.2799177,113,0.8302746415138245
1711875256.8586383,115,0.8317564725875854
1711875278.1276686,116,0.8327558040618896
1711875299.3835118,117,0.8332638740539551
1711875320.6948862,118,0.8339118957519531
1711875341.943703,119,0.8346285223960876
1711875363.2333188,120,0.8353475332260132
1711875384.5496027,121,0.8362489342689514
1711875405.8574095,122,0.8366269469261169
1711875427.167708,123,0.8372591137886047
1711875448.3864048,124,0.8376988768577576
1711875490.783723,126,0.8393837809562683
1711875511.9275174,127,0.8398755788803101
1711875533.1545732,128,0.8407424092292786
1711875554.491175,129,0.8412207365036011
1711875575.8374565,130,0.8420185446739197
1711875597.1577785,131,0.8424749970436096
1711875618.3393698,132,0.8428701162338257
1711875639.5186377,133,0.8431620001792908
