Wall time,Step,Value
1711872813.4170399,1,11.967680931091309
1711872854.6018567,3,15.521111488342285
1711872875.7794204,4,16.01862907409668
1711872897.2135482,5,16.334320068359375
1711872960.7839096,8,17.703773498535156
1711873003.4432335,10,18.11714744567871
1711873024.6474974,11,18.249893188476562
1711873045.900321,12,18.518251419067383
1711873088.4453893,14,20.36481285095215
1711873109.7200172,15,20.702226638793945
1711873130.9403992,16,20.935283660888672
1711873152.1888316,17,21.107892990112305
1711873173.4537594,18,21.2644100189209
1711873194.7115483,19,21.386669158935547
1711873216.0242896,20,21.486082077026367
1711873237.2772563,21,21.606412887573242
1711873258.6428306,22,21.714859008789062
1711873280.0013287,23,21.812541961669922
1711873301.316643,24,21.90806770324707
1711873343.8561964,26,22.075729370117188
1711873365.1404376,27,22.15735626220703
1711873386.4278862,28,22.215757369995117
1711873407.681382,29,22.305583953857422
1711873429.0334396,30,22.382417678833008
1711873450.343996,31,22.438779830932617
1711873471.6102035,32,22.502214431762695
1711873492.9319332,33,22.551332473754883
1711873514.172036,34,22.612035751342773
1711873535.4313293,35,22.651866912841797
1711873578.0069191,37,22.780315399169922
1711873599.3288858,38,22.83274269104004
1711873620.6118162,39,22.885692596435547
1711873641.9127815,40,22.924285888671875
1711873663.1931272,41,22.985074996948242
1711873705.9713318,43,23.088863372802734
1711873727.278634,44,23.136470794677734
1711873791.1474795,47,23.248607635498047
1711873812.5153346,48,23.285581588745117
1711873833.8916347,49,23.35698890686035
1711873855.2312503,50,23.385953903198242
1711873885.282127,51,23.41487693786621
1711873906.6288197,52,23.481273651123047
1711873927.9063995,53,23.53799819946289
1711873949.1740162,54,23.58588981628418
1711873970.5322115,55,23.59188461303711
1711873991.8100917,56,23.63262176513672
1711874034.41905,58,23.69156265258789
1711874055.687921,59,23.76480484008789
1711874098.2190435,61,23.818086624145508
1711874119.4922676,62,23.849369049072266
1711874140.7746232,63,23.887535095214844
1711874162.101238,64,23.94344139099121
1711874204.8471339,66,23.98383903503418
1711874226.0478387,67,24.036657333374023
1711874247.3605154,68,24.032398223876953
1711874268.4984262,69,24.09423065185547
1711874311.0515943,71,24.205795288085938
1711874332.3477485,72,24.23554801940918
1711874353.6371734,73,24.24032211303711
1711874374.9651601,74,24.318574905395508
1711874396.2336833,75,24.3299617767334
1711874417.5725508,76,24.382829666137695
1711874438.8590753,77,24.42045021057129
1711874460.1797657,78,24.464258193969727
1711874481.4394662,79,24.50166130065918
1711874502.7379854,80,24.54692840576172
1711874523.9722211,81,24.600360870361328
1711874545.285092,82,24.611011505126953
1711874566.6542404,83,24.682451248168945
1711874587.9780357,84,24.648393630981445
1711874609.254059,85,24.707246780395508
1711874630.5687556,86,24.78091049194336
1711874651.9636512,87,24.83736228942871
1711874673.2673454,88,24.833585739135742
1711874694.4672792,89,24.87645149230957
1711874715.7793982,90,24.944326400756836
1711874737.1025496,91,25.017257690429688
1711874779.7225804,93,25.074392318725586
1711874822.309673,95,25.073640823364258
1711874843.5764637,96,25.125743865966797
1711874864.8755522,97,25.213855743408203
1711874928.748497,100,25.287635803222656
1711874958.8262713,101,25.298418045043945
1711874980.1741526,102,25.321374893188477
1711875022.7994807,104,25.33281135559082
1711875044.0453737,105,25.39042854309082
1711875065.3099728,106,25.475112915039062
1711875086.6083221,107,25.507644653320312
1711875107.9642103,108,25.414663314819336
1711875129.1816149,109,25.48826026916504
1711875150.3786178,110,25.531131744384766
1711875171.644309,111,25.58738899230957
1711875192.9586625,112,25.590673446655273
1711875214.2795284,113,25.599851608276367
1711875256.8582244,115,25.632217407226562
1711875278.1273038,116,25.69831657409668
1711875299.383015,117,25.713865280151367
1711875320.6945407,118,25.716571807861328
1711875341.9433022,119,25.7243595123291
1711875363.2328742,120,25.727306365966797
1711875384.549198,121,25.76360321044922
1711875405.8569865,122,25.785303115844727
1711875427.1673267,123,25.772336959838867
1711875448.3859391,124,25.776405334472656
1711875490.7833767,126,25.848974227905273
1711875511.9270923,127,25.883878707885742
1711875533.154182,128,25.923599243164062
1711875554.490734,129,25.940509796142578
1711875575.837066,130,25.98967933654785
1711875597.1574059,131,25.966480255126953
1711875618.338871,132,25.951541900634766
1711875639.5182357,133,25.90589141845703
1711875681.984957,135,26.029926300048828
1711875724.5810623,137,26.033178329467773
1711875745.8178213,138,26.116008758544922
1711875767.1613302,139,26.10382843017578
1711875788.4137816,140,26.133333206176758
1711875809.7379897,141,26.1402587890625
1711875831.0069835,142,26.05891227722168
1711875852.2060413,143,26.211448669433594
1711875873.5720909,144,26.2098388671875
1711875894.868823,145,26.209531784057617
1711875916.067884,146,26.194942474365234
1711875937.3104606,147,26.23710823059082
1711875958.546092,148,26.276975631713867
1711875979.9098282,149,26.27513313293457
1711876031.0300183,151,26.300844192504883
1711876073.557666,153,26.347192764282227
1711876094.869839,154,26.385841369628906
1711876116.2699587,155,26.386194229125977
1711876158.9017763,157,26.414766311645508
1711876180.1041427,158,26.36305809020996
1711876201.334822,159,26.458337783813477
1711876222.553986,160,26.469696044921875
1711876243.8120139,161,26.466646194458008
1711876265.0118635,162,26.517656326293945
1711876286.3067777,163,26.45083999633789
1711876307.4719343,164,26.493745803833008
1711876328.6733365,165,26.600330352783203
1711876349.9533703,166,26.5368595123291
1711876371.1558428,167,26.60515594482422
1711876413.8170063,169,26.564842224121094
1711876435.0724537,170,26.568212509155273
1711876456.2656956,171,26.67038917541504
1711876477.5534558,172,26.653076171875
1711876498.8246942,173,26.653995513916016
1711876519.9498765,174,26.638269424438477
1711876541.211155,175,26.746009826660156
1711876562.4908197,176,26.708538055419922
1711876583.6795783,177,26.760051727294922
1711876605.0277114,178,26.707473754882812
1711876626.949222,179,26.77490234375
1711876669.464358,181,26.823556900024414
1711876690.7420077,182,26.792219161987305
1711876711.9568098,183,26.84737205505371
1711876733.1961799,184,26.86057472229004
1711876754.4949334,185,26.855545043945312
1711876775.734176,186,26.927461624145508
1711876796.979307,187,26.858606338500977
1711876860.635316,190,26.960859298706055
1711876881.8212612,191,26.892414093017578
1711876902.969858,192,27.018489837646484
1711876924.2708836,193,26.986461639404297
1711876945.504198,194,26.949487686157227
1711876966.6966379,195,27.01344108581543
1711876987.933561,196,27.071012496948242
1711877030.3787735,198,27.0749568939209
1711877051.6954741,199,27.145015716552734
1711877073.0139718,200,27.094100952148438
1711877102.9606006,201,27.101600646972656
1711877145.3497055,203,27.082754135131836
1711877166.574499,204,27.1341495513916
1711877187.7574568,205,27.228361129760742
1711877209.0339098,206,27.197301864624023
1711877230.208545,207,27.191211700439453
1711877251.3506265,208,27.213354110717773
1711877272.498682,209,27.20547866821289
1711877293.790794,210,27.256298065185547
1711877315.1034281,211,27.233488082885742
1711877336.3141265,212,27.321128845214844
1711877378.9383202,214,27.286535263061523
1711877400.170212,215,27.32558822631836
1711877421.3592286,216,27.31182098388672
1711877442.551696,217,27.360780715942383
1711877485.1135283,219,27.391942977905273
1711877506.51927,220,27.447704315185547
1711877527.8324819,221,27.42593002319336
1711877549.0933912,222,27.450838088989258
1711877570.4183972,223,27.425554275512695
1711877591.6433928,224,27.435211181640625
1711877612.8427804,225,27.470521926879883
1711877634.1548212,226,27.559463500976562
1711877655.5049286,227,27.531042098999023
1711877719.0695684,230,27.56105613708496
1711877740.323082,231,27.489192962646484
1711877761.4495046,232,27.578218460083008
1711877782.7382138,233,27.571067810058594
1711877803.9310048,234,27.603816986083984
1711877825.2483773,235,27.656118392944336
1711877846.5509737,236,27.670202255249023
1711877867.8525875,237,27.597227096557617
1711877889.1146345,238,27.68008041381836
1711877910.4370158,239,27.725975036621094
1711877931.7145264,240,27.729589462280273
1711877974.2149813,242,27.757362365722656
1711877995.5077913,243,27.817903518676758
1711878016.8758533,244,27.748865127563477
1711878038.1075954,245,27.81409454345703
1711878059.328855,246,27.859176635742188
1711878080.6023493,247,27.736305236816406
1711878101.7820632,248,27.98012924194336
1711878123.037364,249,27.932106018066406
1711878144.2365227,250,27.89394187927246
